Word,Count
illager,8
reputation,8
price,8
skin,8
usage,7
java,7
gifts,7
creeper,7
drops,7
raids,7
period,7
hands,7
movement,7
dawn,7
screen,7
fact,7
trader,7
appearance,7
piece,7
beginning,7
sand,7
hoe,7
farm,7
land,7
set,7
kind,7
zone,7
situation,7
pumpkin,7
desert,7
prices,7
apples,7
glass,7
structure,7
gateway,7
chunk,7
behavior,7
y,7
librarian,7
witches,7
heads,7
bell,7
apron,7
swamp,7
traders,7
show,7
netherite,6
rest,6
chickens,6
edit,6
unit,6
piglins,6
treasure,6
novice,6
amounts,6
melee,6
skins,6
wither,6
cooldown,6
commands,6
input,6
mc,6
interface,6
articles,6
default,6
landscape,6
cursor,6
thing,6
half,6
position,6
pieces,6
information,6
others,6
elytra,6
river,6
cows,6
wolves,6
variant,6
fishing,6
witch,6
windows,6
floor,6
berries,6
bushes,6
farmland,6
crop,6
couple,6
tasks,6
resource,6
bells,6
spruce,6
gravel,6
group,6
arrow,6
trapdoors,6
castle,6
tops,6
strength,6
regeneration,6
void,6
z,6
gossips,6
uses,5
bedrock,5
armorer,5
eggs,5
rock,5
metal,5
master,5
background,5
furnaces,5
name,5
entities,5
vindicators,5
string,5
drop,5
frames,5
touchscreens,5
videos,5
directions,5
sprinting,5
days,5
actions,5
left,5
flowers,5
axes,5
addition,5
number,5
goals,5
ways,5
cod,5
salmon,5
bottom,5
option,5
enderman,5
shelters,5
emergency,5
gates,5
buildings,5
total,5
darkness,5
pack,5
pillar,5
difference,5
shot,5
explosion,5
bottles,5
sound,5
gamerule,5
hitboxes,5
body,5
exclusion,5
radius,5
schedules,5
leatherworker,5
work,5
ravagers,5
owner,5
beetroots,5
mating,5
children,5
schedule,5
face,5
badge,5
hat,5
craft,4
expert,4
journeyman,4
ingot,4
bug,4
tracker,4
report,4
life,4
blob,4
mcd,4
speeds,4
repairing,4
grinding,4
second,4
means,4
function,4
sweep,4
minecart,4
lifetime,4
overview,4
progression,4
exploration,4
keyboard,4
pages,4
while,4
keys,4
gap,4
terrain,4
shovel,4
wandering,4
animal,4
icon,4
stacks,4
view,4
right,4
stick,4
patterns,4
dimension,4
pond,4
rabbits,4
llamas,4
bees,4
color,4
trip,4
respawn,4
phantoms,4
daylight,4
power,4
spaces,4
taxicab,4
corner,4
fighting,4
distances,4
berry,4
areas,4
plants,4
sight,4
forest,4
tree,4
fashion,4
orbs,4
rule,4
search,4
alternative,4
gate,4
shots,4
techniques,4
beams,4
buckets,4
stems,4
glowstone,4
islands,4
rewards,4
list,4
snow,4
poison,4
battle,4
cities,4
meeting,4
silverfish,4
b,4
clouds,4
flint,4
steel,4
gif,4
chunks,4
column,4
coordinate,4
meters,4
path,4
willingness,4
sleeping,4
demand,4
status,4
adult,4
paths,4
editions,4
lightning,4
npcs,4
cocoa,4
achievement,3
advancement,3
maximum,3
powers,3
joke,3
forms,3
shape,3
units,3
cap,3
wooden,3
bear,3
display,3
cobwebs,3
changes,3
husks,3
pillagers,3
enemies,3
words,3
apple,3
sharpness,3
rate,3
need,3
journey,3
controllers,3
etc.,3
play,3
sleep,3
crafts,3
trouble,3
size,3
daytime,3
nightfall,3
matter,3
storage,3
danger,3
situations,3
effects,3
places,3
skill,3
chicken,3
features,3
helmet,3
offhand,3
ingredients,3
steps,3
output,3
books,3
moment,3
leaves,3
ingots,3
combination,3
boss,3
shulker,3
boxes,3
efficiency,3
pigs,3
cats,3
sunset,3
idea,3
creepers,3
cases,3
reach,3
square,3
priority,3
jump,3
saturation,3
storm,3
rod,3
skills,3
sections,3
goal,3
results,3
mushrooms,3
hay,3
bales,3
pumpkins,3
clay,3
kinds,3
layer,3
sunlight,3
process,3
campfire,3
ability,3
sky,3
sun,3
ceiling,3
gaps,3
gravity,3
line,3
choice,3
back,3
reason,3
pattern,3
middle,3
minerals,3
construction,3
mountain,3
landmark,3
siege,3
pillars,3
molding,3
access,3
backups,3
strategy,3
rematch,3
tick,3
dust,3
fireworks,3
vindicator,3
ravager,3
resistance,3
thorns,3
harming,3
trident,3
totem,3
undying,3
angles,3
spiral,3
frame,3
circle,3
heights,3
sites,3
fireball,3
cage,3
rain,3
reward,3
redstone,3
pool,3
zones,3
networks,3
replacement,3
travel,3
�,3
breed,3
outfit,3
currency,3
cauldron,3
vexes,3
post,3
multiplier,3
bone,3
meal,3
mobgriefing,3
population,3
stock,3
ticks,3
librarians,3
shepherd,3
shears,3
butcher,3
offers,3
pillager,3
format,3
taiga,3
robe,3
word,3
birch,3
acacia,3
beans,3
tables,2
turn,2
beacon,2
stones,2
fools,2
blobs,2
video,2
publicity,2
probabilities,2
fists,2
merchandise,2
model,2
bamboo,2
constructions,2
looting,2
vex,2
apprentice,2
attacking,2
meter,2
sprint,2
formula,2
minimum,2
charge,2
care,2
paintings,2
explosions,2
feature,2
v,2
smite,2
starter,2
inconvenience,2
age,2
necessities,2
advantage,2
bindings,2
nighttime,2
purpose,2
desktop,2
variations,2
methods,2
action,2
reference,2
cliffs,2
shore,2
shift,2
benefit,2
trunks,2
systems,2
deal,2
shovels,2
creature,2
throw,2
q,2
multiplayer,2
pro,2
tip,2
window,2
legs,2
rectangle,2
person,2
structures,2
bosses,2
objectives,2
plank,2
horses,2
foxes,2
sources,2
drowning,2
lair,2
dark,2
message,2
wild,2
stage,2
homes,2
roof,2
spawning,2
obstructions,2
problem,2
plant,2
drain,2
auto,2
grace,2
detail,2
story,2
growth,2
poisoning,2
flesh,2
pufferfish,2
seed,2
deserts,2
leaf,2
canopy,2
fields,2
term,2
bet,2
sandstone,2
vegetables,2
vicinity,2
melons,2
leather,2
saplings,2
mines,2
properties,2
approach,2
andesite,2
career,2
dandelions,2
cactus,2
bush,2
settings,2
visibility,2
territory,2
outside,2
tunnels,2
icons,2
majority,2
fuels,2
sundown,2
thunderstorm,2
mind,2
possessions,2
holes,2
stairs,2
parts,2
problems,2
skeleton,2
lighting,2
extensions,2
locations,2
shaft,2
mountains,2
noises,2
spare,2
guard,2
compound,2
differences,2
trapdoor,2
standing,2
floors,2
expansion,2
help,2
advantages,2
casting,2
brick,2
crimson,2
statue,2
piles,2
survival,2
checklist,2
triangulation,2
positioning,2
navigation,2
shooting,2
climbing,2
perch,2
practice,2
snowball,2
dragons,2
boots,2
endstone,2
absorption,2
foods,2
contact,2
angle,2
cages,2
overworld,2
loyalty,2
totems,2
firework,2
mending,2
flight,2
strongholds,2
starting,2
hallways,2
placement,2
doorway,2
spawner,2
roar,2
f3,2
backup,2
mask,2
conditions,2
beam,2
models,2
bars,2
trajectory,2
bottle,2
magic,2
piston,2
trophy,2
fountain,2
creation,2
teleport,2
traveler,2
pairs,2
axis,2
algorithm,2
ring,2
curing,2
gossiping,2
gathering,2
hero,2
screenshots,2
media,2
taigas,2
basements,2
igloos,2
basement,2
harm,2
ai,2
evokers,2
illusioners,2
cost,2
babies,2
employment,2
mechanic,2
result,2
box,2
c,2
d,2
p,2
dispenser,2
child,2
parents,2
poppy,2
bookshelves,2
hitbox,2
pillow,2
dimensions,2
clothing,2
title,2
outfits,2
compasses,2
tags,2
maps,2
gloves,2
rabbit,2
terracotta,2
chainmail,2
economics,2
splash,2
patrols,2
outpost,2
invisibility,2
restock,2
pigmen,2
shows,2
hood,2
parameter,2
multi-biome,2
bookshelf,2
testificate,2
rubies,2
illusioner,2
fisherman,2
micromob,2
bark,2
states,2
facings,2
pre1,2
mineral,1
jukeboxes,1
beacons,1
obtaining,1
grindstone,1
gemstones,1
industry,1
turtle,1
qualities,1
modifier,1
chemistry,1
click,1
clicker,1
figurine,1
shelf,1
easter,1
look,1
rocks,1
return,1
remake,1
supermarket,1
parody,1
toy,1
quality,1
expense,1
upgrading,1
handdropchances,1
percentage,1
pressing,1
recharge,1
durabillity,1
colors,1
sapling,1
minecarts,1
stands,1
projectiles,1
delay,1
mitigation,1
functionality,1
shields,1
wield,1
blocking,1
startup,1
introduction,1
withers,1
beginner,1
advice,1
sandbox,1
objects,1
measure,1
terms,1
menu,1
basics,1
operations,1
swimming,1
taps,1
interactions,1
task,1
etc,1
summary,1
targeting,1
outline,1
selector,1
buttons,1
tap,1
verbs,1
trackball,1
simplicity,1
none,1
quarter,1
viewpoint,1
crawling,1
crosshairs,1
sorts,1
purposes,1
knowledge,1
invulnerability,1
platforms,1
accuracy,1
hearts,1
cooldowns,1
up,1
keyboards,1
esc,1
wheel,1
beginnings,1
announcements,1
guis,1
picks,1
limit,1
sense,1
weight,1
encumbrance,1
hundreds,1
tons,1
arrangement,1
squares,1
assistance,1
convenience,1
question,1
ui,1
3�3,1
possibilities,1
notice,1
utility,1
�2,1
step,1
2�2,1
club,1
something,1
picture,1
whole,1
games,1
capabilities,1
enemy,1
factors,1
bases,1
oceans,1
environment,1
round,1
mini-cave,1
movements,1
press,1
ctrl,1
camera,1
oxygen,1
bubbles,1
swipe,1
past,1
cover,1
mini-house,1
reasons,1
adventure,1
chat,1
bunch,1
hang,1
suggestions,1
ideas,1
thinking,1
mountainside,1
valley,1
refuge,1
nights,1
concern,1
fun,1
south,1
detour,1
east,1
management,1
arrangements,1
objective,1
energy,1
starvation,1
placing,1
spider,1
bait,1
respawns,1
section,1
noon,1
melon,1
continent,1
green,1
rejoice,1
miracle,1
mushroom,1
dungeons,1
mooshrooms,1
activities,1
presence,1
invasion,1
tricks,1
horse,1
samples,1
worth,1
ships,1
mineshafts,1
assortment,1
abilities,1
variation,1
mention,1
reader,1
components,1
diorite,1
granite,1
dangers,1
warning,1
remainder,1
withcharcoal,1
tan,1
specks,1
sugar,1
cane,1
brightness,1
createtorches,1
branch,1
discussion,1
shanks,1
diagonals,1
wrangling,1
tomorrow,1
field,1
wiki,1
fewexperience,1
corral,1
root,1
pen,1
bears,1
dolphins,1
pandas,1
cub,1
hive,1
donkeys,1
taming,1
rivers,1
risk,1
products,1
burn,1
popping,1
smelt,1
smelts,1
jobs,1
hold,1
works,1
approaches,1
lying,1
passes,1
flame,1
mods,1
thunderstorms,1
warnings,1
multi-player,1
limitations,1
daybreak,1
hazard,1
openings,1
plain,1
hut,1
tunnel,1
hidey,1
inside,1
barrier,1
drawback,1
cross,1
weather,1
strings,1
shade,1
burning,1
bones,1
congratulations,1
terror,1
tips,1
traps,1
compass,1
2�1,1
entrances,1
sea,1
continuation,1
waterfalls,1
shafts,1
trail,1
pcs,1
ravines,1
harvesting,1
fortress,1
bunker,1
lean,1
overhang,1
moat,1
settlement,1
fortification,1
topic,1
breach,1
corners,1
length,1
disposal,1
battlements,1
snipers,1
cannons,1
conveniences,1
provision,1
firing,1
ports,1
hordes,1
pillboxes,1
average,1
worlds,1
needle,1
views,1
layers,1
elevator,1
design,1
bunkmates,1
bombing,1
nuke,1
disadvantages,1
cast,1
mistakes,1
transport,1
lakes,1
blast,1
blackstone,1
landmarks,1
marking,1
hills,1
panes,1
signs,1
statues,1
lots,1
lighthouses,1
beach,1
lighthouse,1
examples,1
logging,1
manner,1
downfall,1
preparation,1
aspect,1
recovery,1
infinity,1
travels,1
quantity,1
ammunition,1
snowballs,1
plus,1
throwing,1
inaccuracy,1
ammo,1
piercing,1
waste,1
dash,1
protection,1
iv,1
chances,1
touch,1
beginners,1
porkchops,1
steak,1
pie,1
scenarios,1
drinking,1
performance,1
vision,1
voids,1
swiftness,1
velocities,1
endermite,1
proof,1
training,1
generator,1
mlgs,1
fires,1
spawnpoint,1
valuables,1
shells,1
rockets,1
cauldrons,1
blaze,1
powder,1
ravine,1
bricks,1
passages,1
move,1
debug,1
tangent,1
cot(x,1
cotangent,1
searching,1
functioning,1
practicing,1
understanding,1
speedrunning,1
community,1
staircases,1
crossing,1
opposite,1
arch,1
corridors,1
stair,1
walk,1
basin,1
chestplate,1
leggings,1
5�5,1
gear,1
reinforcements,1
showdown,1
aim,1
bounding,1
landing,1
attention,1
event,1
technique,1
trick,1
fireballs,1
wings,1
track,1
brink,1
leftover,1
collection,1
trace,1
laps,1
rim,1
teleportation,1
law,1
break,1
slab,1
pressure,1
plate,1
lever,1
strategies,1
decoration,1
shulkers,1
chorus,1
poem,1
anchor,1
tear,1
harmony,1
configuration,1
variety,1
implications,1
pairing,1
midair,1
abyss,1
lake,1
check,1
ledge,1
outcrop,1
entry,1
nature,1
abundance,1
mold,1
columns,1
pass,1
�4,1
orientation,1
fit,1
1x4,1
2�3,1
aid,1
exclusions,1
pairings,1
factor,1
"x,",1
website,1
width,1
link,1
spheres,1
change,1
displacement,1
issue,1
realm,1
z*,1
clarity,1
airspace,1
intervals,1
ins,1
activation,1
network,1
pair,1
railway,1
links,1
h,1
8*h,1
spheroid,1
h�,1
occupation,1
npc,1
savannas,1
swamps,1
jungles,1
carpet,1
igloo,1
clerics,1
nausea,1
discounts,1
socializing,1
hoglins,1
cliff,1
closing,1
interest,1
roofs,1
fix,1
zoglins,1
accident,1
pathways,1
anger,1
scaffolding,1
assignment,1
memories,1
hostility,1
sharer,1
decay,1
share,1
penalty,1
�,1
major_positive,1
minor_positive,1
minor_negative,1
e,1
major_negative,1
charges,1
flaming,1
/item,1
pickup,1
attackers,1
ice,1
non-farmers,1
�19�3,1
volume,1
composter,1
hoes,1
mainhand,1
extras,1
limits,1
census,1
bounds,1
pathfinding,1
excess,1
will,1
flower,1
movie,1
robot,1
vines,1
inspiration,1
characters,1
memorial,1
adulthood,1
poppies,1
birth,1
working,1
�16,1
oak_planks,1
shaking,1
husk,1
zoglin,1
circles,1
panic,1
fraction,1
wave,1
occasions,1
discount,1
behaviors,1
supplies,1
nitiwits,1
loop,1
wander,1
outskirts,1
edges,1
sunrise,1
interruption,1
consequences,1
cycle,1
removal,1
summon,1
adults,1
robes,1
minute,1
belt,1
non,1
straw,1
cookies,1
campfires,1
dyes,1
feather,1
quiver,1
bows,1
crossbows,1
luck,1
archery,1
cloak,1
eyepatch,1
welding,1
foundry,1
chain,1
harvest,1
eyeglasses,1
clocks,1
ink,1
sacs,1
lanterns,1
quills,1
cartographer,1
monocle,1
banners,1
banner,1
papers,1
explorer,1
scutes,1
hide,1
headband,1
meats,1
stew,1
kelp,1
quartz,1
overlay,1
gameplay,1
animation,1
acquisition,1
enchanting,1
restoration,1
pink,1
contentment,1
offering,1
exchange,1
interaction,1
gather,1
phases,1
huts,1
slowness,1
weakness,1
breathing,1
raider,1
allies,1
patrol,1
degrees,1
companions,1
stand,1
bubble,1
suffocation,1
builder,1
worldbuilder,1
kill,1
woodland,1
mansions,1
outposts,1
varieties,1
outcasts,1
hatred,1
border,1
altercations,1
milk,1
restocks,1
[show,1
shopkeepers,1
love,1
art,1
pre-1.14,1
vanilla,1
\entity,1
\villager,1
...\entity,1
counterparts,1
boats,1
workstation,1
servers,1
content,1
delivery,1
users,1
launcher,1
json,1
file,1
music,1
theme,1
fan,1
director,1
computer,1
date,1
thanks,1
pictures,1
townspeople,1
designs,1
mcpe,1
experiments,1
mangrove,1
savanna,1
matching,1
pods,1
bass,1
savegame,1
files,1
addons,1
filaments,1
mycelium,1
hypha,1
